GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
3	rs368912301	2	85794297	rs10187424	2011-08-22	21743467	Kote-Jarai Z	2011-07-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21743467	Seven prostate cancer susceptibility loci identified by a multi-stage genome-wide association study.	Prostate cancer	6,621 European ancestry cases, 6,939 European ancestry controls	22,957 European ancestry cases, 23,234 European ancestry controls, 420 East Asian ancestry cases, 433 East Asian ancestry controls, 112 African American cases, 298 African American controls, 7,140 cases, 5,455 controls	2p11.2	GGCX, VAMP8, VAMP5, RNF181	VAMP8			ENSG00000118640			rs10187424-A	rs10187424	0	10187424	intron_variant	0	0.59	3E-15	14.522878745280337		1.09	[1.06-1.12]	NR [2600000] (imputed)	N
3	rs368912301	2	85794297	rs10187424	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	2p11.2	NR	VAMP8			ENSG00000118640			rs10187424-A	rs10187424	0	10187424	intron_variant	0	0.58	3E-9	8.522878745280337		1.13	[1.08-1.17]	Affymetrix [up to 19977088] (imputed)	N
3	rs368912301	2	85794297	rs10187424	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	2p11.2	NR	VAMP8			ENSG00000118640			rs10187424-A	rs10187424	0	10187424	intron_variant	0	0.58	5E-6	5.301029995663981	(European)	1.11	[1.06-1.16]	Affymetrix [up to 19977088] (imputed)	N
3	rs368912301	2	85794297	rs10187424	2018-08-14	29892016	Schumacher FR	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892016	Association analyses of more than 140,000 men identify 63 new prostate cancer susceptibility loci.	Prostate cancer	79,148 European ancestry cases, 61,106 European ancestry controls	NA	2p11.2	NR	VAMP8			ENSG00000118640			rs10187424-T	rs10187424	0	10187424	intron_variant	0	0.57	1E-20	20.0		1.08	[1.06-1.09]	Illumina [20370935] (imputed)	N
3	rs368912301	2	85806068	rs3731827	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	2p11.2	NR	VAMP8			ENSG00000118640			rs3731827-T	rs3731827	0	3731827	intron_variant	0	0.584	1E-9	9.0		1.13	[1.09-1.18]	Affymetrix [up to 19977088] (imputed)	N
3	rs368912301	2	85809989	rs1561198	2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	88,192 cases, 162,544 controls	34,541 cases, 261,984 controls	2p11.2	VAMP5, VAMP8	VAMP8 - VAMP5	ENSG00000118640	ENSG00000168899		835	1542	rs1561198-T	rs1561198	0	1561198	intergenic_variant	1	0.4568	2E-23	22.69897000433602		0.0549	[0.044-0.066] unit increase	NR [8041861] (imputed)	N
4	rs10187564	2	173311553	rs12621278	2009-12-29	19767753	Eeles RA	2009-09-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19767753	Identification of seven new prostate cancer susceptibility loci through a genome-wide association study.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	19,879 cases and 18,761 controls of European, East Asian, African American, Latino, and Hawaiian ancestry	2q31.1	ITGA6	ITGA6			ENSG00000091409			rs12621278-?	rs12621278	0	12621278	intron_variant	0	0.94	9E-23	22.045757490560675		1.33	[1.25-1.43]	Illumina [541129]	N
4	rs10187564	2	173311553	rs12621278	2018-08-14	29892016	Schumacher FR	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892016	Association analyses of more than 140,000 men identify 63 new prostate cancer susceptibility loci.	Prostate cancer	79,148 European ancestry cases, 61,106 European ancestry controls	NA	2q31.1	NR	ITGA6			ENSG00000091409			rs12621278-A	rs12621278	0	12621278	intron_variant	0	0.94	2E-42	41.69897000433602		1.27	[1.23-1.32]	Illumina [20370935] (imputed)	N
5	rs79123511	3	87134800	rs17023900	2012-10-23	22923026	Cheng I	2012-08-24	Cancer Epidemiol Biomarkers Prev	www.ncbi.nlm.nih.gov/pubmed/22923026	Evaluating genetic risk for prostate cancer among Japanese and Latinos.	Prostate cancer	1,033 Japanese ancestry cases, 1,042 Japanese ancestry controls, 1,043 Latino cases, 1,057 Latino controls	1,583 Japanese ancestry cases, 3,386 Japanese ancestry  controls, 1,854 European ancestry cases, 3,748 European ancestry controls	3p12.1	NR	PPATP1 - LINC00506	ENSG00000241293	ENSG00000281392		32912	3479	rs17023900-G	rs17023900	0	17023900	intergenic_variant	1	NR	6E-8	7.221848749616356	(Japanese and Latin American)	1.41	NR	Illumina [528023]	N
5	rs79123511	3	87134800	rs17023900	2016-02-12	25939597	Berndt SI	2015-05-05	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25939597	Two susceptibility loci identified for prostate cancer aggressiveness.	Prostate cancer	4,600 European ancestry cases, 2,941 European ancestry controls	7,779 European ancestry cases, 7,623 European ancestry controls	3p12.1	LINC00506, BC050344	PPATP1 - LINC00506	ENSG00000241293	ENSG00000281392		32912	3479	rs17023900-G	rs17023900	0	17023900	intergenic_variant	1	0.07	1E-11	11.0		1.26	[1.18‐1.34]	Illumina [1531807] (imputed)	N
6	rs1567780	3	113275624	rs7611694	2013-09-16	23535732	Eeles RA	2013-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535732	Identification of 23 new prostate cancer susceptibility loci using the iCOGS custom genotyping array.	Prostate cancer	11,085 European ancestry cases, 11,463 European ancestry controls	19,662 European ancestry cases, 19,715 European ancestry controls	3q13.2	WDR52-AS1, ATP6V1A, BOC, KIAA2018, MIR4446, NAA50, SIDT1, SPICE1, WDR52, WDR52-AS	SIDT1			ENSG00000072858			rs7611694-A	rs7611694	0	7611694	intron_variant	0	0.59	4E-13	12.397940008672037		1.1	[1.08-1.14]	Illumina [~ 2600000] (imputed)	N
6	rs1567780	3	113275624	rs7611694	2018-08-14	29892016	Schumacher FR	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892016	Association analyses of more than 140,000 men identify 63 new prostate cancer susceptibility loci.	Prostate cancer	79,148 European ancestry cases, 61,106 European ancestry controls	NA	3q13.2	NR	SIDT1			ENSG00000072858			rs7611694-A	rs7611694	0	7611694	intron_variant	0	0.58	5E-25	24.30102999566398		1.09	[1.07-1.10]	Illumina [20370935] (imputed)	N
6	rs1567780	3	113300183	rs2271494	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Mean platelet volume	164,454 European ancestry individuals	NA	3q13.2	SIDT1	SIDT1			ENSG00000072858			rs2271494-T	rs2271494	0	2271494	intron_variant	0	0.4164	3E-10	9.522878745280337		0.02304263	[0.016-0.03] unit increase	Affymetrix [~ 2500000] (imputed)	N
8	rs6853490	4	95514609	rs12500426	2009-12-29	19767753	Eeles RA	2009-09-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19767753	Identification of seven new prostate cancer susceptibility loci through a genome-wide association study.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	19,879 cases and 18,761 controls of European, East Asian, African American, Latino, and Hawaiian ancestry	4q22.3	PDLIM5	PDLIM5			ENSG00000163110			rs12500426-?	rs12500426	0	12500426	intron_variant	0	0.46	1E-11	11.0		1.08	[1.05-1.12]	Illumina [541129]	N
9	rs7679673	4	106049147	rs4698932	2018-02-23	29326435	Hill WD	2018-01-11	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29326435	A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.	Intelligence (MTAG)	120,934 British ancestry individuals, 127,548 individuals	NA	4q24	ENSG00000248373	AC096577.1 - AC004069.1	ENSG00000248373	ENSG00000251259		7990	9290	rs4698932-A	rs4698932	0	4698932	intergenic_variant	1	NR	3E-11	10.522878745280337		0.019322889	[0.014-0.025] unit increase	Affymetrix [NR]	N
9	rs7679673	4	106061534	rs7679673	2009-12-29	19767753	Eeles RA	2009-09-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19767753	Identification of seven new prostate cancer susceptibility loci through a genome-wide association study.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	19,879 cases and 18,761 controls of European, East Asian, African American, Latino, and Hawaiian ancestry	4q24	TET2	AC004069.1			ENSG00000251259			rs7679673-?	rs7679673	0	7679673	intron_variant	0	0.55	3E-14	13.522878745280337		1.1	[1.06-1.14]	Illumina [541129]	N
9	rs7679673	4	106061534	rs7679673	2016-02-12	25939597	Berndt SI	2015-05-05	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25939597	Two susceptibility loci identified for prostate cancer aggressiveness.	Prostate cancer	4,600 European ancestry cases, 2,941 European ancestry controls	7,779 European ancestry cases, 7,623 European ancestry controls	4q24	TET2	AC004069.1			ENSG00000251259			rs7679673-C	rs7679673	0	7679673	intron_variant	0	0.58	4E-9	8.397940008672037		1.12	[1.08-1.16]	Illumina [1531807] (imputed)	N
9	rs7679673	4	106061534	rs7679673	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	4q24	NR	AC004069.1			ENSG00000251259			rs7679673-C	rs7679673	0	7679673	intron_variant	0	0.59	5E-8	7.301029995663981		1.12	[1.07-1.16]	Affymetrix [up to 19977088] (imputed)	N
9	rs7679673	4	106061534	rs7679673	2017-02-03	27197191	Fehringer G	2016-04-20	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27197191	Cross-Cancer Genome-Wide Analysis of Lung, Ovary, Breast, Prostate, and Colorectal Cancer Reveals Novel Pleiotropic Associations.	Cancer (pleiotropy)	5,020 European ancestry lung cancer cases, 3,718 European ancestry lung adenocarcinoma cases, 3,422 European ancestry lung squamous cell carcinoma cases, 15,414 European ancestry colorectal cancer cases, 10,809 European ancestry breast cancer cases, 4,939 European ancestry estrogen receptor negative breast cancer cases, 1,098 European ancestry ovarian cancer cases, 2,556 European ancestry serous ovarian cancer cases, 715 European ancestry ovarian endometrioid carcinoma cases, 9,710 European ancestry prostate cancer cases, 4,450 European ancestry aggressive prostate cancer cases,  61,820 European ancestry controls	NA	4q24	Intergenic	AC004069.1			ENSG00000251259			rs7679673-A	rs7679673	0	7679673	intron_variant	0	NR	1E-10	10.0	(subset analysis)			Affymetrix, Illumina [9916564] (imputed)	N
9	rs7679673	4	106061534	rs7679673	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Granulocyte count	169,822 European ancestry individuals	NA	4q24	AC004069.2	AC004069.1			ENSG00000251259			rs7679673-A	rs7679673	0	7679673	intron_variant	0	0.3746	1E-10	10.0		0.02369403	[0.016-0.031] unit decrease	Affymetrix [~ 2500000] (imputed)	N
9	rs7679673	4	106061534	rs7679673	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Myeloid white cell count	169,219 European ancestry individuals	NA	4q24	AC004069.2	AC004069.1			ENSG00000251259			rs7679673-A	rs7679673	0	7679673	intron_variant	0	0.3747	3E-10	9.522878745280337		0.0233218	[0.016-0.031] unit decrease	Affymetrix [~ 2500000] (imputed)	N
9	rs7679673	4	106061534	rs7679673	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Neutrophil count	170,702 European ancestry individuals	NA	4q24	AC004069.2	AC004069.1			ENSG00000251259			rs7679673-A	rs7679673	0	7679673	intron_variant	0	0.3746	2E-10	9.698970004336019		0.02345559	[0.016-0.031] unit decrease	Affymetrix [~ 2500000] (imputed)	N
9	rs7679673	4	106061534	rs7679673	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Sum basophil neutrophil counts	170,143 European ancestry individuals	NA	4q24	AC004069.2	AC004069.1			ENSG00000251259			rs7679673-A	rs7679673	0	7679673	intron_variant	0	0.3745	2E-10	9.698970004336019		0.02358711	[0.016-0.031] unit decrease	Affymetrix [~ 2500000] (imputed)	N
9	rs7679673	4	106061534	rs7679673	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Sum neutrophil eosinophil counts	170,384 European ancestry individuals	NA	4q24	AC004069.2	AC004069.1			ENSG00000251259			rs7679673-A	rs7679673	0	7679673	intron_variant	0	0.3745	2E-10	9.698970004336019		0.02349569	[0.016-0.031] unit decrease	Affymetrix [~ 2500000] (imputed)	N
9	rs7679673	4	106061534	rs7679673	2018-08-14	29892016	Schumacher FR	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892016	Association analyses of more than 140,000 men identify 63 new prostate cancer susceptibility loci.	Prostate cancer	79,148 European ancestry cases, 61,106 European ancestry controls	NA	4q24	NR	AC004069.1			ENSG00000251259			rs7679673-C	rs7679673	0	7679673	intron_variant	0	0.59	1E-49	49.0		1.13	[1.11-1.15]	Illumina [20370935] (imputed)	N
9	rs7679673	4	106061534	rs7679673	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Red blood cell count	approximately 445,000 European ancestry individuals	NA	4q24		AC004069.1			ENSG00000251259			rs7679673-?	rs7679673	0	7679673	intron_variant	0	NR	6E-9	8.221848749616356				NR [~ 8900000] (imputed)	N
9	rs7679673	4	106061534	rs7679673	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	White blood cell count	approximately 444,000 European ancestry individuals	NA	4q24		AC004069.1			ENSG00000251259			rs7679673-?	rs7679673	0	7679673	intron_variant	0	NR	1E-8	8.0				NR [~ 8900000] (imputed)	N
9	rs7679673	4	106116961	rs1391440	2018-02-23	29326435	Hill WD	2018-01-11	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29326435	A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.	Intelligence (MTAG)	120,934 British ancestry individuals, 127,548 individuals	NA	4q24	TET2	TET2			ENSG00000168769			rs1391440-C	rs1391440	0	1391440	intron_variant	0	NR	5E-15	14.301029995663981		0.023447372	[0.018-0.029] unit increase	Affymetrix [NR]	N
9	rs7679673	4	106131210	rs2007403	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Lung function (FEV1/FVC)	approximately 370,000 European ancestry individuals	NA	4q24		TET2			ENSG00000168769			rs2007403-?	rs2007403	0	2007403	intron_variant	0	NR	2E-39	38.69897000433602				NR [~ 8900000] (imputed)	N
9	rs7679673	4	106133184	rs6533183	2019-03-27	30804560	Shrine N	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804560	New genetic signals for lung function highlight pathways and chronic obstructive pulmonary disease associations across multiple ancestries.	FEV1	321,047 European ancestry individuals	79,005 European ancestry individuals	4q24	TET2	TET2			ENSG00000168769			rs6533183-T	rs6533183	0	6533183	intron_variant	0	0.6545	5E-18	17.30102999566398		0.0213	[0.016-0.026] unit decrease	Affymetrix [19819130] (imputed)	N
9	rs7679673	4	106133184	rs6533183	2019-03-27	30804560	Shrine N	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804560	New genetic signals for lung function highlight pathways and chronic obstructive pulmonary disease associations across multiple ancestries.	Lung function (FEV1/FVC)	321,047 European ancestry individuals	79,005 European ancestry individuals	4q24	TET2	TET2			ENSG00000168769			rs6533183-T	rs6533183	0	6533183	intron_variant	0	0.6545	3E-32	31.522878745280337		0.0297	[0.025-0.035] unit decrease	Affymetrix [19819130] (imputed)	N
9	rs7679673	4	106133184	rs6533183	2019-03-27	30804560	Shrine N	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804560	New genetic signals for lung function highlight pathways and chronic obstructive pulmonary disease associations across multiple ancestries.	Peak expiratory flow	321,047 European ancestry individuals	24,218 European ancestry individuals	4q24	TET2	TET2			ENSG00000168769			rs6533183-T	rs6533183	0	6533183	intron_variant	0	0.6545	4E-9	8.397940008672037		0.0156	[0.01-0.021] unit decrease	Affymetrix [19819130] (imputed)	N
9	rs7679673	4	106137033	rs2047409	2017-06-08	28166215	Hobbs BD	2017-02-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28166215	Genetic loci associated with chronic obstructive pulmonary disease overlap with loci for lung function and pulmonary fibrosis.	Chronic obstructive pulmonary disease	11,157 European ancestry cases, 36,699 European ancestry controls, 1,142 African American cases, 2,380 African American controls, 199 Korean ancestry cases, 6,741 Korean ancestry controls, 52 Hispanic cases, 548 Hispanic controls.	12,051 European ancestry cases, 11,111 European ancestry controls, 153 Korean ancestry cases, 205 Korean ancestry controls.	4q24	TET2	TET2			ENSG00000168769			rs2047409-A	rs2047409	0	2047409	intron_variant	0	0.62	2E-13	12.698970004336019		1.12	[1.08-1.15]	Affymetrix, Illumina [NR] (imputed)	N
